Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Anil Mehra,Orthopedics,11,22-04-2033,Govt Health Center,New Delhi,45,243,0.93,0
Dr. Rohit Verma,Dermatology,11,23-04-2033,City Hospital,Chennai,75,284,1.6,1
Dr. Anil Mehra,Orthopedics,14,24-04-2033,City Hospital,New Delhi,40,212,1.44,1
Dr. Swati Desai,Cardiology,16,25-04-2033,City Hospital,Kolkata,74,118,1.38,1
Dr. Anil Mehra,Pediatrics,9,26-04-2033,Metro Hospital,New Delhi,12,384,1.48,0
Dr. Anil Mehra,Pediatrics,16,27-04-2033,City Hospital,Kolkata,22,341,1.66,0
Dr. Swati Desai,Orthopedics,10,28-04-2033,Govt Health Center,New Delhi,40,354,1.62,0
Dr. Rohit Verma,Pediatrics,13,29-04-2033,Govt Health Center,Mumbai,38,306,0.66,0
Dr. Ravi Kumar,Cardiology,11,30-04-2033,Metro Hospital,Chennai,66,475,1.04,0
Dr. Rohit Verma,Cardiology,8,01-05-2033,Govt Health Center,Kolkata,42,474,0.9,0
Dr. Swati Desai,Orthopedics,16,02-05-2033,Govt Health Center,Chennai,62,378,1.31,0
Dr. Anil Mehra,Cardiology,13,03-05-2033,Govt Health Center,Chennai,19,234,0.59,0
Dr. Rohit Verma,Dermatology,15,04-05-2033,City Hospital,New Delhi,72,304,1.64,0
Dr. Ravi Kumar,Cardiology,9,05-05-2033,City Hospital,Mumbai,82,165,0.66,0
Dr. Swati Desai,Orthopedics,14,06-05-2033,Govt Health Center,New Delhi,74,453,0.91,0
Dr. Rohit Verma,Dermatology,13,07-05-2033,Govt Health Center,Chennai,11,63,1.67,1
Dr. Ravi Kumar,Dermatology,9,08-05-2033,Govt Health Center,New Delhi,11,427,0.58,0
Dr. Swati Desai,Pediatrics,9,09-05-2033,Govt Health Center,Kolkata,78,264,1.49,1
Dr. Ravi Kumar,Cardiology,11,10-05-2033,City Hospital,Mumbai,83,142,1.89,1
Dr. Swati Desai,Orthopedics,11,11-05-2033,Metro Hospital,Chennai,46,283,1.43,1
Dr. Anil Mehra,Pediatrics,10,12-05-2033,Govt Health Center,New Delhi,11,229,1.57,1
Dr. Rohit Verma,Pediatrics,15,13-05-2033,City Hospital,Kolkata,70,103,1.69,1
Dr. Ravi Kumar,Cardiology,14,14-05-2033,Govt Health Center,Mumbai,49,354,0.83,0
Dr. Swati Desai,Cardiology,9,15-05-2033,Metro Hospital,New Delhi,72,79,1.37,1
Dr. Ravi Kumar,Orthopedics,10,16-05-2033,City Hospital,New Delhi,34,436,0.96,0
Dr. Ravi Kumar,Pediatrics,17,17-05-2033,City Hospital,Chennai,47,61,0.87,0
Dr. Rohit Verma,Orthopedics,16,18-05-2033,Metro Hospital,Kolkata,46,160,0.79,0
Dr. Anil Mehra,Pediatrics,12,19-05-2033,Metro Hospital,Mumbai,91,464,1.38,0
Dr. Ravi Kumar,Pediatrics,9,20-05-2033,City Hospital,New Delhi,36,470,1.69,0
Dr. Swati Desai,Pediatrics,10,21-05-2033,Metro Hospital,Mumbai,93,460,1.81,0
Dr. Swati Desai,Cardiology,15,22-05-2033,Govt Health Center,Kolkata,59,421,1.14,0
Dr. Anil Mehra,Pediatrics,11,23-05-2033,Metro Hospital,Chennai,43,457,1.06,0
Dr. Swati Desai,Pediatrics,9,24-05-2033,Metro Hospital,Chennai,53,161,1.53,1
Dr. Anil Mehra,Pediatrics,9,25-05-2033,City Hospital,Chennai,81,218,1.67,1
Dr. Swati Desai,Dermatology,13,26-05-2033,Metro Hospital,Mumbai,13,153,0.88,0
Dr. Rohit Verma,Cardiology,15,27-05-2033,City Hospital,Mumbai,61,497,0.95,0
Dr. Ravi Kumar,Dermatology,14,28-05-2033,Govt Health Center,New Delhi,64,60,1.3,1
Dr. Rohit Verma,Cardiology,11,29-05-2033,Metro Hospital,Kolkata,82,396,1.17,0
Dr. Ravi Kumar,Orthopedics,9,30-05-2033,Metro Hospital,Kolkata,21,378,1.56,0
Dr. Ravi Kumar,Dermatology,16,31-05-2033,City Hospital,Kolkata,23,321,1.26,0
Dr. Ravi Kumar,Orthopedics,11,01-06-2033,City Hospital,Mumbai,44,63,0.67,0
Dr. Rohit Verma,Pediatrics,16,02-06-2033,Metro Hospital,Chennai,15,224,0.75,0
Dr. Ravi Kumar,Orthopedics,12,03-06-2033,City Hospital,Kolkata,56,207,1.85,1
Dr. Rohit Verma,Orthopedics,14,04-06-2033,Metro Hospital,New Delhi,32,159,0.84,0
Dr. Anil Mehra,Orthopedics,12,05-06-2033,Govt Health Center,Mumbai,77,201,0.58,0
Dr. Swati Desai,Orthopedics,9,06-06-2033,Metro Hospital,Chennai,74,283,1.6,1
Dr. Swati Desai,Cardiology,13,07-06-2033,Govt Health Center,Kolkata,68,190,1.53,1
Dr. Ravi Kumar,Dermatology,14,08-06-2033,Govt Health Center,Chennai,18,168,1.4,1
Dr. Rohit Verma,Cardiology,13,09-06-2033,City Hospital,New Delhi,67,431,1.25,0
Dr. Swati Desai,Cardiology,10,10-06-2033,City Hospital,Kolkata,57,58,1.95,1
Dr. Rohit Verma,Cardiology,17,11-06-2033,City Hospital,Kolkata,72,226,0.68,0
Dr. Rohit Verma,Orthopedics,15,12-06-2033,City Hospital,Chennai,18,459,1.27,0
Dr. Ravi Kumar,Cardiology,10,13-06-2033,Metro Hospital,Mumbai,53,98,1.35,1
Dr. Swati Desai,Dermatology,12,14-06-2033,Govt Health Center,Chennai,55,347,0.53,0
Dr. Ravi Kumar,Cardiology,16,15-06-2033,Metro Hospital,New Delhi,24,478,1.12,0
Dr. Ravi Kumar,Pediatrics,12,16-06-2033,Govt Health Center,Chennai,97,419,1.67,0
Dr. Swati Desai,Orthopedics,14,17-06-2033,Govt Health Center,Chennai,62,382,1.21,0
Dr. Swati Desai,Pediatrics,14,18-06-2033,Govt Health Center,Kolkata,57,198,1.81,1
Dr. Anil Mehra,Dermatology,12,19-06-2033,Metro Hospital,Mumbai,81,206,1.47,1
Dr. Anil Mehra,Dermatology,9,20-06-2033,City Hospital,Mumbai,51,141,1.65,1
Dr. Rohit Verma,Dermatology,12,21-06-2033,Metro Hospital,Mumbai,26,201,1.71,1
Dr. Swati Desai,Dermatology,14,22-06-2033,Govt Health Center,Mumbai,44,425,1.53,0
Dr. Anil Mehra,Cardiology,14,23-06-2033,Metro Hospital,Chennai,40,219,1.62,1
Dr. Rohit Verma,Orthopedics,11,24-06-2033,Govt Health Center,Kolkata,13,133,1.54,1
Dr. Rohit Verma,Dermatology,8,25-06-2033,City Hospital,Kolkata,57,408,1.33,0
Dr. Rohit Verma,Pediatrics,13,26-06-2033,City Hospital,Mumbai,23,376,1.35,0
Dr. Anil Mehra,Dermatology,10,27-06-2033,Metro Hospital,Chennai,34,474,0.78,0
Dr. Swati Desai,Orthopedics,12,28-06-2033,City Hospital,Mumbai,55,97,1.74,1
Dr. Ravi Kumar,Pediatrics,11,29-06-2033,Govt Health Center,Mumbai,57,384,0.97,0
Dr. Rohit Verma,Pediatrics,9,30-06-2033,Govt Health Center,Kolkata,49,266,1.3,1
Dr. Anil Mehra,Pediatrics,14,01-07-2033,City Hospital,Kolkata,59,126,0.87,0
Dr. Anil Mehra,Cardiology,12,02-07-2033,City Hospital,Mumbai,16,92,1.54,1
Dr. Ravi Kumar,Dermatology,14,03-07-2033,City Hospital,Chennai,69,313,1.96,0
Dr. Ravi Kumar,Cardiology,16,04-07-2033,Metro Hospital,Mumbai,44,112,1.7,1
Dr. Anil Mehra,Pediatrics,11,05-07-2033,Metro Hospital,Kolkata,72,294,1.43,1
Dr. Swati Desai,Cardiology,12,06-07-2033,Govt Health Center,Kolkata,29,169,1.35,1
Dr. Ravi Kumar,Cardiology,16,07-07-2033,Metro Hospital,Chennai,25,368,1.23,0
Dr. Anil Mehra,Cardiology,17,08-07-2033,Metro Hospital,Mumbai,31,311,0.81,0
Dr. Ravi Kumar,Dermatology,11,09-07-2033,Govt Health Center,Mumbai,45,379,1.02,0
Dr. Swati Desai,Pediatrics,12,10-07-2033,Govt Health Center,New Delhi,28,299,1.11,1
Dr. Rohit Verma,Pediatrics,12,11-07-2033,City Hospital,Mumbai,11,101,1.92,1
Dr. Ravi Kumar,Dermatology,15,12-07-2033,City Hospital,Chennai,77,326,1.14,0
Dr. Swati Desai,Cardiology,11,13-07-2033,Metro Hospital,Kolkata,16,191,1.38,1
Dr. Anil Mehra,Cardiology,11,14-07-2033,Govt Health Center,New Delhi,56,421,1.88,0
Dr. Ravi Kumar,Orthopedics,14,15-07-2033,Metro Hospital,Chennai,58,300,1.28,0
Dr. Ravi Kumar,Orthopedics,12,16-07-2033,Metro Hospital,Chennai,87,363,0.88,0
Dr. Anil Mehra,Orthopedics,13,17-07-2033,Govt Health Center,New Delhi,52,274,1.07,1
Dr. Rohit Verma,Dermatology,13,18-07-2033,Govt Health Center,Mumbai,41,202,1.06,1
Dr. Anil Mehra,Pediatrics,13,19-07-2033,Govt Health Center,New Delhi,26,105,1.57,1
Dr. Ravi Kumar,Orthopedics,17,20-07-2033,Govt Health Center,Chennai,23,388,0.94,0
Dr. Anil Mehra,Pediatrics,12,21-07-2033,Metro Hospital,Mumbai,90,58,1.6,1
Dr. Swati Desai,Pediatrics,12,22-07-2033,Metro Hospital,Kolkata,41,290,1.83,1
Dr. Anil Mehra,Pediatrics,16,23-07-2033,Metro Hospital,New Delhi,69,213,1,0
Dr. Ravi Kumar,Dermatology,15,24-07-2033,Govt Health Center,Chennai,69,490,0.7,0
Dr. Anil Mehra,Dermatology,11,25-07-2033,City Hospital,Mumbai,61,182,1.46,1
Dr. Rohit Verma,Dermatology,14,26-07-2033,Metro Hospital,Chennai,75,130,1.04,1
Dr. Anil Mehra,Dermatology,15,27-07-2033,City Hospital,Mumbai,13,399,1.3,0
Dr. Rohit Verma,Orthopedics,16,28-07-2033,City Hospital,Mumbai,72,184,1.45,1
Dr. Swati Desai,Cardiology,12,29-07-2033,City Hospital,New Delhi,42,183,1.11,1
Dr. Rohit Verma,Cardiology,10,30-07-2033,Govt Health Center,Kolkata,10,101,1.89,1
Dr. Anil Mehra,Cardiology,11,31-07-2033,Govt Health Center,Mumbai,73,251,1.1,1
Dr. Ravi Kumar,Orthopedics,17,01-08-2033,Metro Hospital,Chennai,46,247,0.96,0
Dr. Rohit Verma,Cardiology,13,02-08-2033,Metro Hospital,Mumbai,87,155,1.83,1
Dr. Swati Desai,Orthopedics,17,03-08-2033,Govt Health Center,Kolkata,79,360,0.7,0
Dr. Rohit Verma,Orthopedics,12,04-08-2033,Govt Health Center,Chennai,16,293,0.69,0
Dr. Rohit Verma,Orthopedics,16,05-08-2033,City Hospital,Mumbai,33,282,1.9,1
Dr. Rohit Verma,Cardiology,10,06-08-2033,Govt Health Center,Mumbai,77,63,0.81,0
Dr. Swati Desai,Pediatrics,9,07-08-2033,Govt Health Center,New Delhi,64,434,0.72,0
Dr. Anil Mehra,Cardiology,13,08-08-2033,Govt Health Center,Kolkata,98,274,1.3,1
Dr. Rohit Verma,Cardiology,14,09-08-2033,Govt Health Center,Mumbai,12,260,0.57,0
Dr. Rohit Verma,Dermatology,12,10-08-2033,City Hospital,Kolkata,32,250,1.43,1
Dr. Ravi Kumar,Orthopedics,8,11-08-2033,Metro Hospital,Mumbai,45,214,1.18,1
Dr. Swati Desai,Pediatrics,10,12-08-2033,City Hospital,Chennai,66,98,1.46,1
Dr. Rohit Verma,Dermatology,10,13-08-2033,Govt Health Center,Kolkata,57,445,0.93,0
Dr. Swati Desai,Pediatrics,11,14-08-2033,Govt Health Center,Chennai,22,182,1.86,1
Dr. Rohit Verma,Pediatrics,17,15-08-2033,Metro Hospital,Kolkata,70,119,0.91,0
Dr. Anil Mehra,Orthopedics,13,16-08-2033,Metro Hospital,Chennai,95,421,1.46,0
Dr. Anil Mehra,Cardiology,12,17-08-2033,Metro Hospital,Mumbai,98,168,1.92,1
Dr. Rohit Verma,Orthopedics,8,18-08-2033,City Hospital,Chennai,33,188,1.1,1
Dr. Anil Mehra,Orthopedics,13,19-08-2033,Metro Hospital,Chennai,52,292,0.74,0
Dr. Rohit Verma,Dermatology,16,20-08-2033,Govt Health Center,Mumbai,42,230,0.6,0
Dr. Anil Mehra,Orthopedics,8,21-08-2033,Govt Health Center,Kolkata,87,232,1.94,1
Dr. Ravi Kumar,Cardiology,15,22-08-2033,Govt Health Center,Chennai,33,384,1.65,0
Dr. Ravi Kumar,Pediatrics,15,23-08-2033,City Hospital,New Delhi,31,99,1.88,1
Dr. Ravi Kumar,Orthopedics,10,24-08-2033,Metro Hospital,New Delhi,61,230,1.55,1
Dr. Swati Desai,Pediatrics,16,25-08-2033,Metro Hospital,Chennai,96,174,1.01,1
Dr. Swati Desai,Orthopedics,15,26-08-2033,Metro Hospital,Chennai,15,280,0.68,0
Dr. Ravi Kumar,Pediatrics,10,27-08-2033,Metro Hospital,Chennai,28,360,1.89,0
Dr. Swati Desai,Orthopedics,17,28-08-2033,Govt Health Center,Kolkata,85,397,1.23,0
Dr. Anil Mehra,Dermatology,12,29-08-2033,City Hospital,Mumbai,99,52,1.09,1
Dr. Rohit Verma,Pediatrics,10,30-08-2033,Metro Hospital,New Delhi,38,425,1.37,0
Dr. Rohit Verma,Orthopedics,12,31-08-2033,Govt Health Center,New Delhi,73,449,0.66,0
Dr. Rohit Verma,Orthopedics,16,01-09-2033,Govt Health Center,Kolkata,23,222,0.96,0
Dr. Ravi Kumar,Dermatology,11,02-09-2033,City Hospital,Chennai,90,130,1.46,1
Dr. Swati Desai,Dermatology,13,03-09-2033,Metro Hospital,Chennai,39,469,0.65,0
Dr. Anil Mehra,Dermatology,10,04-09-2033,City Hospital,Mumbai,80,324,0.7,0
Dr. Anil Mehra,Pediatrics,10,05-09-2033,Metro Hospital,Mumbai,30,437,1.27,0
Dr. Ravi Kumar,Pediatrics,12,06-09-2033,City Hospital,New Delhi,74,364,1.44,0
Dr. Anil Mehra,Dermatology,15,07-09-2033,Metro Hospital,Mumbai,13,394,0.78,0
Dr. Anil Mehra,Cardiology,15,08-09-2033,Metro Hospital,New Delhi,55,268,0.55,0
Dr. Anil Mehra,Cardiology,10,09-09-2033,City Hospital,Kolkata,17,189,1.94,1
Dr. Anil Mehra,Orthopedics,15,10-09-2033,Metro Hospital,Chennai,27,112,0.54,0
Dr. Swati Desai,Cardiology,15,11-09-2033,City Hospital,Chennai,69,489,0.5,0
Dr. Anil Mehra,Orthopedics,10,12-09-2033,City Hospital,New Delhi,54,76,0.99,0
Dr. Rohit Verma,Pediatrics,17,13-09-2033,Metro Hospital,Chennai,81,245,0.83,0
Dr. Ravi Kumar,Pediatrics,17,14-09-2033,Metro Hospital,Kolkata,40,430,1.36,0
Dr. Swati Desai,Cardiology,9,15-09-2033,City Hospital,Mumbai,37,201,1.84,1
Dr. Anil Mehra,Pediatrics,17,16-09-2033,Govt Health Center,Kolkata,73,301,1.22,0
Dr. Swati Desai,Dermatology,9,17-09-2033,City Hospital,Chennai,46,297,1.66,1
Dr. Anil Mehra,Dermatology,16,18-09-2033,Govt Health Center,Kolkata,76,203,1.86,1
Dr. Rohit Verma,Cardiology,14,19-09-2033,Govt Health Center,Chennai,88,259,0.78,0
Dr. Ravi Kumar,Cardiology,13,20-09-2033,City Hospital,New Delhi,77,71,1.23,1
Dr. Anil Mehra,Orthopedics,14,21-09-2033,City Hospital,Mumbai,44,119,1.46,1
Dr. Anil Mehra,Pediatrics,15,22-09-2033,City Hospital,Mumbai,45,68,1,0
Dr. Anil Mehra,Orthopedics,8,23-09-2033,Govt Health Center,Chennai,66,150,1.61,1
Dr. Anil Mehra,Orthopedics,15,24-09-2033,City Hospital,Chennai,79,211,1.56,1
Dr. Ravi Kumar,Dermatology,10,25-09-2033,City Hospital,Mumbai,13,188,1.13,1
Dr. Ravi Kumar,Dermatology,10,26-09-2033,Metro Hospital,Kolkata,58,425,0.63,0
Dr. Rohit Verma,Dermatology,13,27-09-2033,Metro Hospital,Kolkata,48,137,0.52,0
Dr. Ravi Kumar,Dermatology,11,28-09-2033,Metro Hospital,Kolkata,27,478,1.05,0
Dr. Anil Mehra,Orthopedics,11,29-09-2033,City Hospital,Mumbai,69,86,0.62,0
Dr. Rohit Verma,Dermatology,11,30-09-2033,City Hospital,New Delhi,95,456,1.67,0
Dr. Rohit Verma,Pediatrics,17,01-10-2033,City Hospital,Chennai,19,473,1,0
Dr. Rohit Verma,Dermatology,16,02-10-2033,Govt Health Center,Chennai,32,220,1.5,1
Dr. Anil Mehra,Dermatology,15,03-10-2033,Govt Health Center,Mumbai,77,309,1.02,0
Dr. Swati Desai,Dermatology,10,04-10-2033,Metro Hospital,New Delhi,68,387,1.69,0
Dr. Anil Mehra,Cardiology,8,05-10-2033,Govt Health Center,Mumbai,92,320,1.83,0
Dr. Ravi Kumar,Pediatrics,8,06-10-2033,Govt Health Center,Kolkata,99,456,1.76,0
Dr. Ravi Kumar,Pediatrics,8,07-10-2033,Govt Health Center,Kolkata,16,304,1.23,0
Dr. Anil Mehra,Orthopedics,11,08-10-2033,Metro Hospital,Chennai,22,189,0.63,0
Dr. Anil Mehra,Orthopedics,13,09-10-2033,Metro Hospital,Chennai,12,117,1.06,1
Dr. Rohit Verma,Dermatology,11,10-10-2033,Govt Health Center,Chennai,49,117,1.14,1
Dr. Anil Mehra,Cardiology,10,11-10-2033,City Hospital,Chennai,20,485,1.94,0
Dr. Rohit Verma,Orthopedics,15,12-10-2033,Metro Hospital,Kolkata,89,218,1.35,1
Dr. Ravi Kumar,Orthopedics,15,13-10-2033,Govt Health Center,Kolkata,93,154,1.46,1
Dr. Rohit Verma,Dermatology,13,14-10-2033,City Hospital,New Delhi,60,364,1.67,0
Dr. Anil Mehra,Dermatology,16,15-10-2033,City Hospital,Chennai,96,107,1.35,1
Dr. Ravi Kumar,Orthopedics,17,16-10-2033,Metro Hospital,Mumbai,32,425,1.4,0
Dr. Swati Desai,Orthopedics,8,17-10-2033,City Hospital,New Delhi,41,236,0.87,0
Dr. Rohit Verma,Pediatrics,15,18-10-2033,Metro Hospital,New Delhi,50,456,0.59,0
Dr. Ravi Kumar,Cardiology,13,19-10-2033,Govt Health Center,Kolkata,51,434,1.58,0
Dr. Rohit Verma,Pediatrics,8,20-10-2033,Metro Hospital,Chennai,47,105,1.77,1
Dr. Ravi Kumar,Orthopedics,11,21-10-2033,City Hospital,New Delhi,76,53,1.12,1
Dr. Ravi Kumar,Pediatrics,12,22-10-2033,Metro Hospital,Chennai,81,334,1.32,0
Dr. Rohit Verma,Pediatrics,14,23-10-2033,Metro Hospital,Kolkata,87,66,0.96,0
Dr. Swati Desai,Orthopedics,15,24-10-2033,Govt Health Center,New Delhi,81,482,1.18,0
Dr. Ravi Kumar,Dermatology,16,25-10-2033,City Hospital,New Delhi,84,286,0.81,0
Dr. Ravi Kumar,Orthopedics,13,26-10-2033,Metro Hospital,Mumbai,51,356,1.64,0
Dr. Ravi Kumar,Dermatology,17,27-10-2033,Govt Health Center,Kolkata,52,299,1.24,1
Dr. Swati Desai,Orthopedics,16,28-10-2033,Govt Health Center,Mumbai,42,482,1.32,0
Dr. Swati Desai,Orthopedics,11,29-10-2033,Govt Health Center,Kolkata,88,73,0.56,0
Dr. Anil Mehra,Orthopedics,15,30-10-2033,Govt Health Center,Mumbai,46,349,1.43,0
Dr. Rohit Verma,Cardiology,10,31-10-2033,Govt Health Center,Kolkata,87,165,0.8,0
Dr. Swati Desai,Dermatology,11,01-11-2033,Metro Hospital,Kolkata,99,287,1.08,1
Dr. Rohit Verma,Cardiology,17,02-11-2033,Metro Hospital,New Delhi,66,218,1.12,1
Dr. Anil Mehra,Orthopedics,11,03-11-2033,City Hospital,Mumbai,73,362,1.17,0
Dr. Rohit Verma,Pediatrics,13,04-11-2033,Metro Hospital,Mumbai,73,489,0.84,0
Dr. Swati Desai,Cardiology,16,05-11-2033,City Hospital,Mumbai,69,337,1.78,0
Dr. Rohit Verma,Dermatology,13,06-11-2033,City Hospital,New Delhi,61,464,1.14,0
Dr. Swati Desai,Orthopedics,8,07-11-2033,City Hospital,Chennai,81,290,1.42,1
Dr. Rohit Verma,Cardiology,12,08-11-2033,Metro Hospital,Kolkata,77,449,1.42,0
Dr. Swati Desai,Pediatrics,16,09-11-2033,Govt Health Center,Mumbai,91,465,1.41,0
Dr. Swati Desai,Cardiology,12,10-11-2033,City Hospital,Kolkata,36,413,1.34,0
Dr. Rohit Verma,Dermatology,13,11-11-2033,Govt Health Center,New Delhi,68,347,1.73,0
Dr. Anil Mehra,Cardiology,10,12-11-2033,City Hospital,Kolkata,28,427,1.72,0
Dr. Ravi Kumar,Pediatrics,15,13-11-2033,Metro Hospital,New Delhi,12,339,1.13,0
Dr. Anil Mehra,Pediatrics,17,14-11-2033,City Hospital,Chennai,82,300,1.45,0
Dr. Rohit Verma,Dermatology,11,15-11-2033,Metro Hospital,Mumbai,48,214,0.65,0
Dr. Anil Mehra,Pediatrics,11,16-11-2033,Govt Health Center,New Delhi,75,449,0.64,0
Dr. Swati Desai,Orthopedics,12,17-11-2033,Metro Hospital,Kolkata,82,390,1.22,0
Dr. Ravi Kumar,Pediatrics,17,18-11-2033,Govt Health Center,New Delhi,65,190,1.85,1
Dr. Rohit Verma,Orthopedics,16,19-11-2033,Metro Hospital,New Delhi,15,427,1.47,0
Dr. Rohit Verma,Cardiology,15,20-11-2033,City Hospital,Chennai,37,169,1.5,1
Dr. Rohit Verma,Orthopedics,14,21-11-2033,City Hospital,Mumbai,57,387,0.74,0
Dr. Ravi Kumar,Orthopedics,12,22-11-2033,Metro Hospital,New Delhi,57,499,1.18,0
Dr. Swati Desai,Cardiology,16,23-11-2033,Govt Health Center,New Delhi,76,425,1.1,0
Dr. Rohit Verma,Pediatrics,16,24-11-2033,Govt Health Center,Kolkata,63,210,1.67,1
Dr. Anil Mehra,Orthopedics,17,25-11-2033,Govt Health Center,New Delhi,25,154,0.71,0
Dr. Rohit Verma,Pediatrics,17,26-11-2033,Metro Hospital,New Delhi,44,387,1.31,0
Dr. Rohit Verma,Cardiology,9,27-11-2033,Metro Hospital,Mumbai,84,141,1.87,1
Dr. Rohit Verma,Dermatology,11,28-11-2033,Metro Hospital,Mumbai,96,468,1.84,0
Dr. Rohit Verma,Pediatrics,15,29-11-2033,Metro Hospital,Kolkata,39,470,1.78,0
Dr. Swati Desai,Pediatrics,8,30-11-2033,Govt Health Center,New Delhi,57,253,1.06,1
Dr. Anil Mehra,Dermatology,12,01-12-2033,Govt Health Center,New Delhi,78,89,1.91,1
Dr. Swati Desai,Dermatology,15,02-12-2033,Metro Hospital,New Delhi,17,441,1.71,0
Dr. Anil Mehra,Cardiology,9,03-12-2033,Metro Hospital,Chennai,60,103,1.78,1
Dr. Rohit Verma,Pediatrics,9,04-12-2033,Govt Health Center,Chennai,19,138,1.9,1
Dr. Ravi Kumar,Pediatrics,15,05-12-2033,Govt Health Center,Kolkata,37,184,1.91,1
Dr. Swati Desai,Cardiology,17,06-12-2033,City Hospital,Chennai,45,51,0.86,0
Dr. Ravi Kumar,Pediatrics,16,07-12-2033,Metro Hospital,Kolkata,69,146,0.69,0
Dr. Swati Desai,Orthopedics,14,08-12-2033,City Hospital,New Delhi,19,105,1.54,1
Dr. Rohit Verma,Orthopedics,15,09-12-2033,Govt Health Center,Chennai,23,409,1.34,0
Dr. Swati Desai,Orthopedics,12,10-12-2033,Govt Health Center,Mumbai,72,173,0.99,0
Dr. Rohit Verma,Pediatrics,8,11-12-2033,Metro Hospital,Chennai,56,234,1.53,1
Dr. Swati Desai,Orthopedics,11,12-12-2033,City Hospital,New Delhi,78,482,0.59,0
Dr. Rohit Verma,Orthopedics,9,13-12-2033,Govt Health Center,Mumbai,65,174,0.57,0
Dr. Rohit Verma,Cardiology,10,14-12-2033,City Hospital,Kolkata,15,383,1.03,0
Dr. Anil Mehra,Cardiology,10,15-12-2033,City Hospital,New Delhi,28,313,0.79,0
Dr. Rohit Verma,Dermatology,16,16-12-2033,City Hospital,Mumbai,61,389,1.58,0
Dr. Anil Mehra,Dermatology,17,17-12-2033,City Hospital,Chennai,71,240,1.92,1
Dr. Rohit Verma,Dermatology,11,18-12-2033,City Hospital,Kolkata,58,387,1.49,0
Dr. Ravi Kumar,Dermatology,9,19-12-2033,Metro Hospital,Chennai,87,264,1.48,1
Dr. Rohit Verma,Cardiology,10,20-12-2033,Metro Hospital,Mumbai,20,270,0.51,0
Dr. Ravi Kumar,Cardiology,10,21-12-2033,City Hospital,Mumbai,55,248,1.27,1
Dr. Ravi Kumar,Cardiology,14,22-12-2033,Metro Hospital,New Delhi,78,393,1.73,0
Dr. Rohit Verma,Orthopedics,15,23-12-2033,Govt Health Center,Kolkata,54,223,1.48,1
Dr. Ravi Kumar,Orthopedics,13,24-12-2033,City Hospital,Kolkata,67,266,0.84,0
Dr. Anil Mehra,Dermatology,11,25-12-2033,Metro Hospital,Mumbai,41,255,1.77,1
Dr. Swati Desai,Orthopedics,13,26-12-2033,Metro Hospital,New Delhi,97,116,1.95,1
Dr. Rohit Verma,Pediatrics,8,27-12-2033,Govt Health Center,Mumbai,19,422,0.92,0
Dr. Ravi Kumar,Cardiology,17,28-12-2033,Govt Health Center,Mumbai,22,223,0.81,0
Dr. Rohit Verma,Dermatology,15,29-12-2033,Govt Health Center,Kolkata,22,127,1.01,1
Dr. Anil Mehra,Dermatology,8,30-12-2033,Govt Health Center,Chennai,45,372,0.59,0
Dr. Rohit Verma,Pediatrics,12,31-12-2033,City Hospital,Chennai,95,91,1.81,1
Dr. Rohit Verma,Orthopedics,9,01-01-2034,Metro Hospital,Kolkata,82,113,1.89,1
Dr. Ravi Kumar,Dermatology,13,02-01-2034,Metro Hospital,New Delhi,28,433,1.45,0
Dr. Anil Mehra,Orthopedics,16,03-01-2034,Govt Health Center,Kolkata,16,378,1.65,0
Dr. Swati Desai,Orthopedics,12,04-01-2034,Metro Hospital,New Delhi,24,486,1.5,0
Dr. Swati Desai,Pediatrics,11,05-01-2034,Metro Hospital,Kolkata,90,248,1.07,1
Dr. Ravi Kumar,Dermatology,9,06-01-2034,Metro Hospital,New Delhi,55,139,1.45,1
Dr. Rohit Verma,Orthopedics,10,07-01-2034,Govt Health Center,Mumbai,87,56,1.75,1
Dr. Ravi Kumar,Orthopedics,13,08-01-2034,Metro Hospital,Mumbai,57,312,1.71,0
Dr. Ravi Kumar,Pediatrics,15,09-01-2034,Metro Hospital,New Delhi,75,171,0.62,0
Dr. Ravi Kumar,Pediatrics,15,10-01-2034,Metro Hospital,Kolkata,87,213,1.19,1
Dr. Rohit Verma,Orthopedics,12,11-01-2034,City Hospital,Mumbai,13,165,1.1,1
Dr. Anil Mehra,Pediatrics,12,12-01-2034,City Hospital,Kolkata,12,62,1.63,1
Dr. Ravi Kumar,Orthopedics,17,13-01-2034,Metro Hospital,Chennai,12,69,1.25,1
Dr. Rohit Verma,Dermatology,10,14-01-2034,Metro Hospital,Mumbai,84,250,1.02,1
Dr. Anil Mehra,Cardiology,14,15-01-2034,Metro Hospital,Kolkata,78,358,1.56,0
Dr. Ravi Kumar,Pediatrics,13,16-01-2034,Metro Hospital,Kolkata,37,303,1.21,0
Dr. Swati Desai,Cardiology,8,17-01-2034,Metro Hospital,Chennai,32,135,0.88,0
Dr. Anil Mehra,Orthopedics,11,18-01-2034,Metro Hospital,Kolkata,39,229,1.84,1
Dr. Ravi Kumar,Orthopedics,13,19-01-2034,City Hospital,New Delhi,71,286,0.67,0
Dr. Anil Mehra,Orthopedics,13,20-01-2034,Govt Health Center,Mumbai,96,402,0.53,0
